Type;ESPI-7;
Version;2.92;
Date;20.Jan 21;
Mode;Receiver;
Start;1000000000,000000;Hz
Stop;6000000000,000000;Hz
x-Axis;LIN;
Detector;MAX PEAK;
Scan Count;1;
Transducer;6961;
Scan 1:
Start;1000000000,000000;Hz
Stop;2999600000,000000;Hz
Step;400000,000000;Hz
RBW;1000000,000000;Hz
Meas Time;0,015000;s
Auto Ranging;ON;
RF Att;0,000000;dB
Auto Preamp;OFF;
Preamp;20,000000;dB
LN Preamp;OFF;
Scan 2:
Start;3000000000,000000;Hz
Stop;6000000000,000000;Hz
Step;400000,000000;Hz
RBW;1000000,000000;Hz
Meas Time;0,015000;s
Auto Ranging;ON;
RF Att;0,000000;dB
Auto Preamp;OFF;
Preamp;0,000000;dB
LN Preamp;OFF;
TRACE 1:
Trace Mode;CLR/WRITE;
x-Unit;Hz;
y-Unit;dBuV/m;
Values;12501;
1000000000,000000;33,409958;
1000400000,000000;33,622818;
1000800000,000000;34,660515;
1001200000,000000;34,050529;
1001600000,000000;33,082932;
1002000000,000000;34,150604;
1002400000,000000;34,487091;
1002800000,000000;33,144211;
1003200000,000000;32,899475;
1003600000,000000;33,052139;
1004000000,000000;33,235306;
1004400000,000000;33,052139;
1004800000,000000;33,356735;
1005200000,000000;33,223007;
1005600000,000000;34,015755;
1006000000,000000;33,283424;
1006400000,000000;33,039192;
1006800000,000000;33,924355;
1007200000,000000;33,711380;
1007600000,000000;33,162170;
1008000000,000000;33,864227;
1008400000,000000;33,253273;
1008800000,000000;33,820320;
1009200000,000000;34,033745;
1009600000,000000;34,247192;
1010000000,000000;33,790558;
1010400000,000000;33,180161;
1010800000,000000;34,308685;
1011200000,000000;33,820320;
1011600000,000000;34,156723;
1012000000,000000;34,277992;
1012400000,000000;33,715942;
1012800000,000000;34,204575;
1013200000,000000;33,136909;
1013600000,000000;33,410706;
1014000000,000000;34,143509;
1014400000,000000;33,259018;
1014800000,000000;34,265213;
1015200000,000000;33,472900;
1015600000,000000;33,380867;
1016000000,000000;33,368973;
1016400000,000000;33,612625;
1016800000,000000;33,733994;
1017200000,000000;33,459908;
1017600000,000000;33,612625;
1018000000,000000;33,551300;
1018400000,000000;34,039459;
1018800000,000000;33,520477;
1019200000,000000;33,795410;
1019600000,000000;33,446838;
1020000000,000000;33,600098;
1020400000,000000;33,142242;
1020800000,000000;34,301346;
1021200000,000000;33,295151;
1021600000,000000;33,325409;
1022000000,000000;33,295151;
1022400000,000000;33,844711;
1022800000,000000;33,295151;
1023200000,000000;35,236145;
1023600000,000000;34,595299;
1024000000,000000;33,007683;
1024400000,000000;33,099899;
1024800000,000000;33,983925;
1025200000,000000;34,014603;
1025600000,000000;34,442001;
1026000000,000000;33,373672;
1026400000,000000;33,343521;
1026800000,000000;33,954475;
1027200000,000000;33,605621;
1027600000,000000;34,765289;
1028000000,000000;34,215881;
1028400000,000000;33,758133;
1028800000,000000;33,910713;
1029200000,000000;34,002060;
1029600000,000000;33,270554;
1030000000,000000;33,147575;
1030400000,000000;33,758133;
1030800000,000000;34,295113;
1031200000,000000;33,928879;
1031600000,000000;33,319191;
1032000000,000000;34,355751;
1032400000,000000;32,922020;
1032800000,000000;34,936310;
1033200000,000000;33,501244;
1033600000,000000;33,532394;
1034000000,000000;33,776299;
1034400000,000000;33,276329;
1034800000,000000;33,581635;
1035200000,000000;33,459656;
1035600000,000000;33,092033;
1036000000,000000;33,550591;
1036400000,000000;34,008972;
1036800000,000000;32,695694;
1037200000,000000;34,008972;
1037600000,000000;33,092033;
