Type;ESPI-7;
Version;2.92;
Date;20.Jan 21;
Mode;Receiver;
Start;30000000.000000;Hz
Stop;1000000000.000000;Hz
x-Axis;LIN;
Detector;MAX PEAK;
Scan Count;1;
Transducer;11r30-1;
Scan 1:
Start;30000000.000000;Hz
Stop;1000000000.000000;Hz
Step;40000.000000;Hz
RBW;120000.000000;Hz
Meas Time;0.015000;s
Auto Ranging;ON;
RF Att;0.000000;dB
Auto Preamp;ON;
Preamp;20.000000;dB
LN Preamp;OFF;
TRACE 1:
Trace Mode;CLR/WRITE;
x-Unit;Hz;
y-Unit;dBuV/m;
Values;24251;
30000000.000000;18.291939;
30040000.000000;18.415573;
30080000.000000;17.548882;
30120000.000000;18.373703;
30160000.000000;19.383263;
30200000.000000;17.730743;
30240000.000000;19.561966;
30280000.000000;19.461807;
30320000.000000;18.225357;
30360000.000000;17.874664;
30400000.000000;18.467453;
30440000.000000;19.012268;
30480000.000000;19.620575;
30520000.000000;18.301155;
30560000.000000;19.521645;
30600000.000000;18.820335;
30640000.000000;19.113754;
30680000.000000;18.479897;
30720000.000000;19.016853;
30760000.000000;18.220581;
30800000.000000;18.078445;
30840000.000000;18.680824;
30880000.000000;18.485855;
30920000.000000;18.989822;
30960000.000000;20.198830;
31000000.000000;18.136971;
31040000.000000;19.198029;
31080000.000000;18.289063;
31120000.000000;19.193481;
31160000.000000;18.985809;
31200000.000000;20.780457;
31240000.000000;18.702240;
31280000.000000;18.972885;
31320000.000000;18.716187;
31360000.000000;19.606094;
31400000.000000;19.159546;
31440000.000000;20.010300;
31480000.000000;18.181976;
31520000.000000;17.756958;
31560000.000000;18.836334;
31600000.000000;18.406784;
31640000.000000;19.133438;
31680000.000000;18.356354;
31720000.000000;19.397461;
31760000.000000;18.749908;
31800000.000000;19.026840;
31840000.000000;19.886116;
31880000.000000;18.143593;
31920000.000000;19.437981;
31960000.000000;18.241234;
32000000.000000;18.266609;
32040000.000000;18.646561;
32080000.000000;18.620308;
32120000.000000;19.237495;
32160000.000000;18.679565;
32200000.000000;19.166084;
32240000.000000;20.186913;
32280000.000000;19.178436;
32320000.000000;18.986389;
32360000.000000;19.799042;
32400000.000000;18.981583;
32440000.000000;19.509575;
32480000.000000;18.044090;
32520000.000000;18.287361;
32560000.000000;18.870354;
32600000.000000;19.047150;
32640000.000000;18.865479;
32680000.000000;19.629837;
32720000.000000;19.052681;
32760000.000000;18.471886;
32800000.000000;19.217506;
32840000.000000;20.099297;
32880000.000000;19.635071;
32920000.000000;19.569572;
32960000.000000;19.364792;
33000000.000000;18.691864;
33040000.000000;18.833977;
33080000.000000;19.616562;
33120000.000000;18.703636;
33160000.000000;18.551796;
33200000.000000;20.267258;
33240000.000000;19.129852;
33280000.000000;19.726494;
33320000.000000;19.455116;
33360000.000000;18.709068;
33400000.000000;19.621071;
33440000.000000;19.599564;
33480000.000000;19.286575;
33520000.000000;19.239357;
33560000.000000;19.233582;
33600000.000000;20.515053;
33640000.000000;19.556808;
33680000.000000;18.562027;
33720000.000000;20.399307;
33760000.000000;18.986267;
33800000.000000;19.935364;
33840000.000000;20.816299;
33880000.000000;18.732849;
33920000.000000;19.493805;
33960000.000000;19.991684;
34000000.000000;18.856873;
34040000.000000;20.646530;
34080000.000000;19.769638;
34120000.000000;19.696823;
34160000.000000;18.847580;
34200000.000000;19.294922;
34240000.000000;20.619827;
34280000.000000;19.459229;
34320000.000000;19.478455;
34360000.000000;19.509781;
34400000.000000;19.515190;
34440000.000000;19.914589;
34480000.000000;19.182343;
